Cities,Hotel,Review,Sentiment
Kuala Lumpur,Pearl International Hotel Kuala Lumpur,Kamar mandi hanya 2 handuk.,Neutral
Kuala Lumpur,Pearl International Hotel Kuala Lumpur,Hotel ini di lokasi yang baik ditambah dengan berbagai pilihan makanan.,Neutral
Kuala Lumpur,Apple Hotel,Terletak di tepat jalan alor.,Neutral
Kuala Lumpur,Apple Hotel,Bisa refill air minum di lobby hotel ada dispenser.,Neutral
Kuala Lumpur,Apple Hotel,Sesuai harga lokasi unik ramai,Neutral
Kuala Lumpur,Apple Hotel,bener-bener di pusat belanja n kuliner.,Neutral
Kuala Lumpur,Apple Hotel,Ke stasiun MRT deket banget.,Neutral
Kuala Lumpur,Apple Hotel,ada harga ada kualitas.,Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,Deket juga kalau mau ke bukit bintang.,Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,"cuma jadi biasa karena pas kemarin menginap disini 3 malam, kita enggk dapat supply air panas, jadi saat kita gerak pagi-pagi dengan air yang super dingin.",Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,"Lalu juga, ya diluar ekspektasi untuk lokasinya, yang kita kira di tengah daerah bukit bintang ternyata agak jauh juga jalannya dari area transportasi umum yang notabene untuk kita para backpacker kepengen dekat dengan transportasi umum.",Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,"Untuk yang ingin menginap disini, khususnya Backpacker.",Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,"Mungkin bisa di review ulang, untuk lokasi hotel sendiri terletak di Belakang Berjaya Time, West Gate.",Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,"turun kebawah lalu sebelum Fly Over, tepatnya didepan Sekolah Perempuan.",Neutral
Kuala Lumpur,The Hulo Hotel + Gallery,disini makan + minum berdua cum 4-7 Ringgit.,Neutral
Kuala Lumpur,City Campus Lodge &amp; Hotel,Two thumbs up.,Neutral
Kuala Lumpur,City Campus Lodge &amp; Hotel,"Mudah pergi, tidak ada tempat embel-embel dengan 7-11, restoran, kios binatu 24-jam, stasiun LRT - semua dalam jarak berjalan kaki ... Hal yang menyedihkan adalah jenis meninggalkan kompleks / pembangunan yang dilampirkan dengan hotel.",Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,"Terdengar suara disko, lokasi oke, tidak jauh dari mal mitec dan brem.",Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,Ini adalah waktu saya 2 tinggal di sini.,Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,Aku memberimu 5 bintang,Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,Harga wajar,Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,Tidak ada koneksi WiFi di kamar meskipun mengklaim ada.,Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,Ini adalah kedua kalinya ini ditempati.,Neutral
Kuala Lumpur,Crystal Crown Hotel Kuala Lumpur,Cek dengan staf hotel mengungkapkan bahwa mereka telah memberi tahu manajemen namun tidak ada tindakan yang dilakukan meskipun ada pengingat.,Neutral
Kuala Lumpur,Bintang Warisan Hotel,Yang paling berkesan adalah dapat makan 2 kali dan Nasi lemak enak.,Neutral
Kuala Lumpur,Bintang Warisan Hotel,"Kalo ada ke KL, akan menginap di sini lagi.",Neutral
Kuala Lumpur,The Regency Hotel Kuala Lumpur,Finally kami cek in 5 pm dan cek out 8 pm langsusng pindah hotel.,Neutral
Kuala Lumpur,The Regency Hotel Kuala Lumpur,Depan hotel ada pasar basah.,Neutral
Kuala Lumpur,Flamingo Hotel by The Lake,Sedikit lebih jauh dari kota jadi harus menggunakan transportasi lagi.,Neutral
Kuala Lumpur,Flamingo Hotel by The Lake,Ok and saya puas dan suka next time come back again,Neutral
Kuala Lumpur,Flamingo Hotel by The Lake,"Dekat dengan rumah, tenang, swimmingpool untuk anak , wifi coverage tak berapa laju..putus-putus, but overall ok stay here",Neutral
Kuala Lumpur,Impiana KLCC Hotel,"Lokasi premium, ada bridge ke KLCC, pavilion",Neutral
Kuala Lumpur,Impiana KLCC Hotel,Ada skybridge ke suria klcc dan pavillion bukit bintang melewati aquaria.,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,Sesuai dengan harga.,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,ada sarapan roti dan selai.,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,Makanan juga macam-macam dekat situ.,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,Gampang ngapa-ngapain.,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,sarapan ada warung makan dekat.,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,pokoknya boleh dicoba,Neutral
Kuala Lumpur,Suzie's Guesthouse KL,Semoga bisa kesini lagi dan menginap di sekitar pasar seni.,Neutral
Kuala Lumpur,Vistana Kuala Lumpur Titiwangsa,"Dekat dengan lokasi kuliner, nongkrong malam",Neutral
Kuala Lumpur,Vistana Kuala Lumpur Titiwangsa,"kalau ke KL lagi, mungkin akan menginap disini lagi.",Neutral
Kuala Lumpur,Vistana Kuala Lumpur Titiwangsa,Saya berulang kali tinggal disini.,Neutral
Kuala Lumpur,Vistana Kuala Lumpur Titiwangsa,Jalan-jalan ke bukit bintang atau klcc juga dekat banget hanya naik bus yang gratis (termasuk ke genting).,Neutral
Kuala Lumpur,First Business Inn,Saya pikir manajemen harus lebih luas parkir.,Neutral
Kuala Lumpur,Hotel Westree,Receptionist 24 jam.,Neutral
Kuala Lumpur,Hotel Westree,"Tidak ada jaminan apapun, hanya membayar tourism tax 10 RM.",Neutral
Kuala Lumpur,Hotel Westree,yang lain standart pada umum nya,Neutral
Kuala Lumpur,Kuala Lumpur International Hotel,Menu sarapan saya bagi 2 bintang,Neutral
Kuala Lumpur,Ambassador Row Hotel Suites By Lanson Place,Hotel tidak jauh ke kota/city.,Neutral
Kuala Lumpur,Ambassador Row Hotel Suites By Lanson Place,Harga hotel sesuai.,Neutral
Kuala Lumpur,Ambassador Row Hotel Suites By Lanson Place,Selebihnya oke.,Neutral
Kuala Lumpur,Quality Hotel City Centre,Ya oke lah.,Neutral
Kuala Lumpur,Quality Hotel City Centre,"Makanan nya oke, dekat ke toko-toko.",Neutral
Kuala Lumpur,Quality Hotel City Centre,tapi toko-toko yang bernama.,Neutral
Kuala Lumpur,Quality Hotel City Centre,cuma bersih2 kamar nya terlalu malam.,Neutral
Kuala Lumpur,Quality Hotel City Centre,hampir jam 8 malam baru di beres2 kamar nya.,Neutral
Kuala Lumpur,Quality Hotel City Centre,di mana saya sudah hampir beristirahat.,Neutral
Kuala Lumpur,Quality Hotel City Centre,Mohon ditingkatkan .,Neutral
Kuala Lumpur,Sky Hotel Bukit Bintang,Sesuai dengan harganya.,Neutral
Kuala Lumpur,Sky Hotel Bukit Bintang,sudah bolak balik kalau ke KL selalu menginap sini,Neutral
Kuala Lumpur,Sky Hotel Bukit Bintang,Cuma tidak ada bath tub.,Neutral
Kuala Lumpur,Fortuna Hotel Bukit Bintang,Sudah langganan dari dulu.sejak tahun 2012 kami lebaran selalu menginap disini,Neutral
Kuala Lumpur,Verdant Hill Hotel Kuala Lumpur,Posisi hotel di tengah kota KL dekat menara petronas dan menara KL.,Neutral
Kuala Lumpur,Verdant Hill Hotel Kuala Lumpur,Hotel yang instagramable.,Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Jelas-jelas saya pesan ranjang besar, resepsionis bersikeras twin bed.",Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,cuma ketika kami mau tambah hari harganya naik.,Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,padahal tamunya tidak begitu rame.,Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,saya pesan 1 king bed dan 1 single tetapi kenyataan yang ada 3 single bed (2 single dijejerkan),Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Kami ada acara di UTM.tetapi kami memilih hotel ini karena hotel berada di tengah kota, dekat dengan twin towers, dekat stasiun LRT, dekat dengan segalanya dan tidak terlalu jauh dari UTM.",Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Pertanyaan saya hanya mengapa dinding di luar kamar dicat hitam sehingga menjadi suram, gelap dan agak menyeramkan.",Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,Saya booking hotel Le Apple via online satu bulan sebelum keberangkatan untuk nonton MotoGP.,Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Mungkin karena sebelumnya sudah konfirmasi by email dan direspon cepat oleh pihak hotel, maka begitu saya check in resepsionis langsung ngasi kunci kamar.",Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,Padahal terlihat banyak antrian pelanggan lain yang sepertinya masih menunggu check in.,Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Di pinggir jalan raya, samping hotel ada Avenue K, yang di bawahnya pemberhentian stasiun LRT Kelana Jaya.",Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Mau ke KLCC Suria tinggal nyeberang jalan, dan disana ada shuttle bus RapidKL dan GoKL.",Neutral
Kuala Lumpur,Le Apple Boutique Hotel @ KLCC,"Untuk makanan, seberang hotel ada restoran Ampang, jalan sedikit melewati Suria ada restoran Nasi Kandar Pelita yang hits banget.",Neutral
Kuala Lumpur,Q Hotel Kuala Lumpur,Tolong sediakan makanan (breakfast) yang mencukupi dengan jumlah tetamu yang ada.,Neutral
Kuala Lumpur,Cosmo Hotel Kuala Lumpur,Hanya tidak ada yang membantu membawakan koper.,Neutral
Kuala Lumpur,Grand Millennium Kuala Lumpur,"Lebih sempurna lagi jika saluran televisi ditambah, tidak hanya ituitu saja",Neutral
Kuala Lumpur,Q Hotel Kuala Lumpur,Perlu penambahan baik bagi kawasan parking.,Neutral
Kuala Lumpur,Q Hotel Kuala Lumpur,Makanan sederhana.,Neutral
Kuala Lumpur,NU Hotel @ KL Sentral,"Saat itu kami sampai KL jam 6 pagi rencana hendak singgah ke rumah kerabat terlebih dulu, tp karena ada kendala tidak jd.",Neutral
Kuala Lumpur,NU Hotel @ KL Sentral,telepon NU Hotel ternyata boleh early check in tanpa biaya tambahan.,Neutral
Kuala Lumpur,NU Hotel @ KL Sentral,Kalau ke KL pasti menginap disini lagi.,Neutral
Kuala Lumpur,NU Hotel @ KL Sentral,"Biasa saja tapi dekat dari KL Sentral Stasiun yang terkoneksi untuk semua tujuan dengan menggunakan MRT, LRT, ataupun Komuter.",Neutral
Kuala Lumpur,NU Hotel @ KL Sentral,Saya check in sekitar pukul 11 malam masuk kamar 30menit kemudian ada tamu memegang kunci nomer kamar yang sama(double check in),Neutral
Kuala Lumpur,NU Hotel @ KL Sentral,"Kali kedua menginap di hotel ini dan mungkin setiap ke Kuala Lumpur pasti menginap di hotel ini, sebelah hotel langsung ada LRT, sevel, abc bistro, semuanya dekat.",Neutral
Kuala Lumpur,Federal Hotel Kuala Lumpur,Ditambah chanel TV cuma lokal.,Neutral
Kuala Lumpur,Federal Hotel Kuala Lumpur,Anak anak tidak ada tanyangan buat anak anak,Neutral
Kuala Lumpur,My Hotel @ Sentral 2,"Waktu beli kamar via online memang disediakan sarapan, tapi sayangnya sarapannya di hotel yang berbeda dan harus berjalan menyebrang jalan.",Neutral
Kuala Lumpur,My Hotel @ Sentral 2,Itupun sarapannya hanya boleh milih 1 dari 2 pilihan yang disediakan.,Neutral
Kuala Lumpur,My Hotel @ Sentral 2,Tempat breakfast nya bukan di hotel.,Neutral
Kuala Lumpur,My Hotel @ Sentral 2,Kita di suruh jalan lagi beberapa blok untuk breakfast.,Neutral
Kuala Lumpur,My Hotel @ Sentral 2,Jadi males buat ngambil voucher breakfast.,Neutral
Kuala Lumpur,Simms Boutique Hotel,sarapan yang diberikan adalah roti dan telor.,Neutral
Kuala Lumpur,Simms Boutique Hotel,bisa titip koper juga.,Neutral
Kuala Lumpur,Simms Boutique Hotel,maybe next time jika ke malay lagi akan menginap disini kembali.,Neutral
Kuala Lumpur,Simms Boutique Hotel,Dan harus deposit 50 rm.,Neutral
Kuala Lumpur,Simms Boutique Hotel,tidak ada dapat sabun n shampoo.,Neutral
Kuala Lumpur,Simms Boutique Hotel,untung kita cuma buat tidur doang bentar.,Neutral
Kuala Lumpur,Simms Boutique Hotel,jadi enak transportasi nya.,Neutral
Kuala Lumpur,Simms Boutique Hotel,cuma naik tangga aja yang agak capek.,Neutral
Kuala Lumpur,Frenz Hotel Kuala Lumpur,"Tempat yang sesuai untuk diduduki, tidak jauh dari tempat pusat membeli belah.",Neutral
Kuala Lumpur,Frenz Hotel Kuala Lumpur,Ada Mesjid India disekitarnya.,Neutral
Kuala Lumpur,Hotel Pudu Plaza,"tapi lengkap sih ada teko masak air, mineral water dll.",Neutral
Kuala Lumpur,Hotel Pudu Plaza,pudu plaza tepat di samping resepsionis.,Neutral
Kuala Lumpur,Mandarin Pacific Hotel Kuala Lumpur,"Makanannya sih lumayan, ada nasi/mi goreng, salad sayur, buah, teh/kopi, sereal, dan roti panggang.",Neutral
Kuala Lumpur,Mandarin Pacific Hotel Kuala Lumpur,"Yah, ada harga ada rupa lah.",Neutral
Kuala Lumpur,Mandarin Pacific Hotel Kuala Lumpur,"Saran buat yang mau menginap di sini: bawa alat mandi sendiri (handuk, sabun, dll) dan bawa slipper untuk kamar mandi dan di kamar",Neutral
Kuala Lumpur,Mandarin Pacific Hotel Kuala Lumpur,kebanyakan sarapan diluar.,Neutral
Kuala Lumpur,SANDPIPER HOTEL KUALA LUMPUR,ke Petaling street tinggal jalan kaki aja tidak terlalu jauh.,Neutral
Kuala Lumpur,SANDPIPER HOTEL KUALA LUMPUR,"ada sevel di sebelah hotel, jadi mau ngemil-ngemil atau beli minuman soda dekat sekali.",Neutral
Kuala Lumpur,SANDPIPER HOTEL KUALA LUMPUR,"Ada kulkas, pengering rambut, bagunan baru ok. Lah kalau untuk sendiri atau berdua.",Neutral
Kuala Lumpur,Melia Kuala Lumpur,Kalau ke KL pasti akan ke hotel Melia lagi.,Neutral
Kuala Lumpur,Crown Regency Serviced Suites,Ada microwave jg..kebersihan nya tolong di perhatikan #liburan keluarga,Neutral
Kuala Lumpur,Crown Regency Serviced Suites,"suites, lengkap dengan perabot.",Neutral
Kuala Lumpur,Crown Regency Serviced Suites,Awalnya hanya mencoba menginap satu malam di Crown Regency tapi karena lokasi strategis dekat mau kemana-mana nambah satu malam lagi.,Neutral
Kuala Lumpur,Crown Regency Serviced Suites,Kalau mau ke twin tower dan Suriah KLCC cukup jalan kaki saja jika tidak hujan.,Neutral
Kuala Lumpur,Crown Regency Serviced Suites,"Depan hotel dilewati free bus go, kalau jalan sedikit ke belakang menuju stasiun monorail bukit nanas.",Neutral
Kuala Lumpur,Crown Regency Serviced Suites,Kalau mau cari sarapan di dekat hotel juga banyak karena memang disini kita tidak mendapatkan breakfast.,Neutral
Kuala Lumpur,Sunway Putra Hotel,Tempat tidur yang diberikan bukan untuk ukuran orang dewasa seperti extra bed,Neutral
Kuala Lumpur,Sungei Wang Hotel,Ditingkatkan kembali fasilitas hotelnya.. semoga ke depannya ada sarapan pagi + makan malam seperti hotel sebelah,Neutral
Kuala Lumpur,Sungei Wang Hotel,untuk perlengkapan mandi tidak disiapkan sikat gigi.,Neutral
Kuala Lumpur,Gold3 Boutique Hotel,alor) mungkin suatu saat jika kembali lagi ke KL saya dan suami akan kembali menginap disana.,Neutral
Kuala Lumpur,Gold3 Boutique Hotel,Daerah bukit bintang semua deket mall-mall besar.,Neutral
Kuala Lumpur,Alor Boutique Hotel,Cuma kebersihan sedikit di tingkatkan.,Neutral
Kuala Lumpur,Alor Boutique Hotel,Dan di tambah lift di dalam hotel,Neutral
Kuala Lumpur,Alor Boutique Hotel,Tanpa sarapan,Neutral
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,Ceret air panas di dalam kamar.,Neutral
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,Tempat menuju hotel harus lewati pasar,Neutral
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,Air panas ok,Neutral
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,Lift untuk ke lantai dasar mohon di perbaiki terus jangan sampai listrik mati lebih dari 30 menit.,Neutral
Kuala Lumpur,Geo Hotel Kuala Lumpur,Pagi-pagi banyak yang jual sarapan.,Neutral
Kuala Lumpur,Geo Hotel Kuala Lumpur,"Samping hotel terminal bus gokl, LRT dan MRT hotel ini laris jadi sebaiknya booking jauh-jauh hari.",Neutral
Kuala Lumpur,Geo Hotel Kuala Lumpur,"Jangan lupakan pajak tambahan hotel ya, 10 RM perkamar per malam, akan dipungut langsung oleh resepsionis, dan ada deposit juga.",Neutral
Kuala Lumpur,Geo Hotel Kuala Lumpur,kemana-mana tinggal jalan kaki,Neutral
Kuala Lumpur,Geo Hotel Kuala Lumpur,Lokasi untuk naik goKL mudah dan WiFi ok,Neutral
Kuala Lumpur,Geo Hotel Kuala Lumpur,Kami menginap 4 hari dan menunya selalu sama.,Neutral
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,"1.Waktu check in di counter, katanya tidak ada Breakfast, setelah saya tunjukan kertas print booking kamar, baru di beri breakfast 2.",Neutral
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,"Kulkas dikunci, kalau buka harus bayar 3.Minta Hair dryer, baru dikasih 1,5 jam (satu setengah jam) 4.",Neutral
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,Di lobby tidak ada tempat duduk 5.,Neutral
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,Tax rm.10 / malam untuk turis tidak diberitau waktu check in,Neutral
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,"Receptionist nya sedang renovasi,agak kecil.Lokasi di belakang pavilion tapi untuk ke mall harus jalan kaki 10min puter naik jembatan penyeberangan,agak repot kalau bawa anak.makanan breakfast standar aja.",Neutral
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,"Sudah check in pkl 12:30 , dan sudah dapat kamar, kami tinggal makan siang, kembali ke resepsionis pkl 14:30 ternyata kamar belum siap, dan baru masuk kamar pkl 16:30 .",Neutral
Kuala Lumpur,Hotel Sempurna,Kebersihan kamar bisa ditingkatkan lagi.,Neutral
Kuala Lumpur,Hotel Sempurna,Akses lebih gampang dari MRT bukit bintang daripada monorel imbi,Neutral
Kuala Lumpur,Hotel Sempurna,Kalau liburan ke KL saya pasti balik ke Hotel sempurna lagi.,Neutral
Kuala Lumpur,Hotel Sempurna,Sesuai dengan yang ada di website.,Neutral
Kuala Lumpur,Tune Hotel - Downtown KL,"Medan tuanku, di samping hotel juga ada bus gratis redline go kl.",Neutral
Kuala Lumpur,Tune Hotel - Downtown KL,"pokoknya ntar kalau ke Kuala Lumpur lg, pasti menginap sini lagi Tune Hotel Downtown KL.",Neutral
Kuala Lumpur,Tune Hotel - Downtown KL,Namun jauh dari bukit bintang.,Neutral
Kuala Lumpur,My Hotel @ Sentral,tinggal nyebrang sampai ke stasiun.,Neutral
Kuala Lumpur,My Hotel @ Sentral,hanya sarapan nya harus ke hotel lain dan makanannya itu-itu saja.,Neutral
Kuala Lumpur,The Marque Hotel,Lumayan harga kamarnya........,Neutral
Kuala Lumpur,My Hotel @ Sentral,Yang penting ada hairdryer dan teko perebus air.,Neutral
Kuala Lumpur,My Hotel @ Sentral,"Jika berkunjung ke Kuala Lumpur lagi, saya pasti akan menginap disini kembali.",Neutral
Kuala Lumpur,My Hotel @ Sentral,"Oya Jangan lupa, toiletries tidak disediakan, pastikan Anda membawa perlengkapan Mandi.",Neutral
Kuala Lumpur,My Hotel @ Sentral,Beda banget saat saya menginap di kamar 206 tenang tidak terdengar suara2 dari luar,Neutral
Kuala Lumpur,My Hotel @ Sentral,air panas di kamar mandi juga tidak menyala.,Neutral
Kuala Lumpur,My Hotel @ Sentral,Didepan KL sentral.,Neutral
Kuala Lumpur,My Hotel @ Sentral,Tdk pakai deposit.,Neutral
Kuala Lumpur,My Hotel @ Sentral,Bayar tax 10 ringgit permlm di luar harga kamar.,Neutral
Kuala Lumpur,My Hotel @ Sentral,Dekat mini market tempat makan.,Neutral
Kuala Lumpur,WP Hotel,Pengulangan bahasa harus berulang ulang.,Neutral
Kuala Lumpur,WP Hotel,Tp penuh dengan bule bule tiap saat,Neutral
Kuala Lumpur,Hotel Transit Kuala Lumpur,"Dekat dengan LRT hanya dengan berjalan kaki, jika ingin ke genting hanya tinggal menyebrangi hotel, nanti ada bus untuk menuju go genting, ada hair dryernya, hanya tidak ada sendalnya.. sarapannya lumayan, dekat ke Chinatown",Neutral
Kuala Lumpur,Dynasty Hotel Kuala Lumpur,Ada bath tub tapi tidak boleh digunakan.,Neutral
Kuala Lumpur,Dynasty Hotel Kuala Lumpur,Ada banyak kipas.,Neutral
Kuala Lumpur,Dynasty Hotel Kuala Lumpur,Mohon tingkatkan kebersihan.,Neutral
Kuala Lumpur,WP Hotel,dan terlebih lagi ada kolam renang di rooftopnya menjadi sensai tersendiri karena berdekatan dengan gedung2 tinggi di pusat kota.,Neutral
Kuala Lumpur,WP Hotel,Tidak ada perlengkapan mandi seperti sikat gigi.,Neutral
Kuala Lumpur,WP Hotel,Dan ada tambahan biaya RM 10 /hari yang kita bayar.,Neutral
Kuala Lumpur,WP Hotel,Dan pada hari ketiga saya sudah berikan RM 10 Tapi ketika check out katanya tidak direcord sehingga saya bayar lagi RM 10.,Neutral
Kuala Lumpur,WP Hotel,Tiada alas kaki di dalam bilik.,Neutral
Kuala Lumpur,WP Hotel,Bisa liatt twin tower dan kl tower juga.,Neutral
Kuala Lumpur,WP Hotel,Apalagi di rooftopnya harus ada deposit rm100 dan baru bisa di ambil saat checkout.,Neutral
Kuala Lumpur,WP Hotel,"Tapi oke lah, cuma ada tambahan lagi aja untuk tax rm10 per malam.",Neutral
Kuala Lumpur,Travelogue Guest House,"Terletak dipersimpangan bukit bintang yang sangat strategis, kemana-mana gampang halte bus dan monorail dekat, tempat makan banyak pilihan, belanja apalagi.",Neutral
